ID_EoL,BinomialName,Order,Family,Genus,Species,Domestication,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterbirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,Diet,GestationPeriod,AVGFoodConsumption,Sociality,SocialHierarchy,NumMales,MaturityReachMale,MaturityReachFemale,MatingSystem,NumOffspring,BreedingInterval,YearRoundBreeding,AVGWeight,ParentalCare,DevelopmentStrategy,Horns/Antler,Topspeed,Lifespan,NaturalPredators,Motility,CarryWeight,PullStrength,AVGMovingSpeed,AVGTravelDistance
129518,Nanger_soemmerringii,Artiodactyla,Bovidae,Nanger,soemmerringii,,3.00,41582.93,-999.00,1360.00,-999.00,802.23,-999.00,-999.00,-999.00,-999.00,192.53,1.00,-999.00,-999.00,-999.00,1.00,-999.00,186.00,-999.00,-999.00,5.47,-999.00,413.84,-999.00,-999,1.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,NA,NA,,,19,,1,,,,
311492,Neotragus_batesi,Artiodactyla,Bovidae,Neotragus,batesi,,2.00,2967.45,-999.00,540.00,-999.00,365.00,-999.00,-999.00,4.00,-999.00,181.24,1.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,499.99,-999.00,-999.00,-999.00,366.52,-999.00,4,1.00,1,-999.00,-999.00,-999.00,NA,182.5002,,1,2,,NA,NA,NA,1,NA,NA,NA,2,2,,,19,,NA,,,,
311493,Neotragus_moschatus,Artiodactyla,Bovidae,Neotragus,moschatus,,2.00,5639.01,-999.00,599.99,-999.00,-999.00,-999.00,-999.00,5.00,-999.00,180.00,1.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,-999.00,-999.00,17.32,-999.00,197.64,1.50,4,1.00,1,-999.00,-999.00,-999.00,6,182.5002,,1,2,,12.0000,12.0000,3,1,NA,2,6,2,2,,,13,,1,,,,
311538,Neotragus_pygmaeus,Artiodactyla,Bovidae,Neotragus,pygmaeus,,2.00,3913.68,-999.00,499.99,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,180.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,-999.00,-999.00,-999.00,-999.00,-999.00,2.00,4,-999.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,2,2,NA,,,13,,1,,,,
328651,Odocoileus_hemionus,Artiodactyla,Cervidae,Odocoileus,hemionus,,-999.00,84560.57,-999.00,1516.50,-999.00,547.50,-999.00,-999.00,2.00,-999.00,203.49,1.00,2.01,2.85,365.00,1.61,-999.00,264.00,3007.49,-999.00,16.00,-999.00,527.12,-999.00,-999,1.00,1,73.49,23900.00,-999.00,NA,207 ,,2,2,,16.5370,15.7151,NA,1.61,365,NA,57,2,NA,,,22,,1,,,,
328652,Odocoileus_virginianus,Artiodactyla,Cervidae,Odocoileus,virginianus,,2.00,75901.25,-999.00,1513.69,-999.00,463.00,-999.00,-999.00,4.00,-999.00,201.39,1.00,1.99,2.29,304.16,1.57,-999.00,276.00,2949.99,-999.00,17.32,-999.00,365.00,2.25,4,1.00,1,79.92,29985.81,-999.00,NA,197.7085,,2,1,,24.0000,24.0000,3,1.57,304,2,87,2,1,,,23,,1,,,,
308387,Okapia_johnstoni,Artiodactyla,Giraffidae,Okapia,johnstoni,,3.00,230001.14,-999.00,2000.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,442.99,1.00,4.63,6.00,-999.00,0.98,1.00,396.00,18325.61,-999.00,1.02,-999.00,947.05,1.00,4,1.00,1,181.46,-999.00,-999.00,NA,458 ,,NA,2,,25.9726,19.0027,NA,0.98,NA,NA,225,2,NA,,,33,,1,,,,
328659,Oreamnos_americanus,Artiodactyla,Bovidae,Oreamnos,americanus,,2.00,72105.40,-999.00,1297.33,-999.00,1095.00,8320.00,32000.00,2.00,-999.00,181.24,1.00,18.17,17.04,365.00,1.40,-999.00,230.04,3080.81,-999.00,-999.00,-999.00,964.59,3.00,4,1.00,1,84.86,-999.00,-999.00,6,147  ,,2,1,,30.0000,30.0000,3,1.4,365,2,90,2,2,,,19,,1,,,,
331065,Oreotragus_oreotragus,Artiodactyla,Bovidae,Oreotragus,oreotragus,,2.00,13486.55,-999.00,824.99,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,214.00,1.00,-999.00,-999.00,365.00,0.98,-999.00,213.96,1130.00,-999.00,2.62,-999.00,371.23,2.00,4,1.00,1,136.87,-999.00,-999.00,6,182.5002,,2,2,,7.0000,7.0000,1,0.98,365,2,12,2,1,,,17,,1,,,,
4447253,Oryx_beisa,Artiodactyla,Bovidae,Oryx,beisa,,-999.00,200576.52,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,240.00,-999.00,-999.00,1.38,40.00,-999.00,-999.00,4,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,17,,1,,,,
331078,Oryx_dammah,Artiodactyla,Bovidae,Oryx,dammah,,-999.00,199798.95,-999.00,1910.00,-999.00,1001.31,-999.00,-999.00,5.00,-999.00,248.00,1.00,-999.00,-999.00,-999.00,1.00,-999.00,245.04,9706.02,-999.00,-999.00,30.00,-999.00,30.00,4,1.00,1,-999.00,-999.00,-999.00,NA,252.4586,,2,1,,NA,21.0082,NA,1,NA,NA,177,2,NA,,,17,,1,,,,
331079,Oryx_gazella,Artiodactyla,Bovidae,Oryx,gazella,,2.00,188404.45,-999.00,1615.00,-999.00,866.87,-999.00,-999.00,5.00,-999.00,273.75,1.00,-999.00,-999.00,-999.00,1.00,-999.00,240.00,12055.49,-999.00,9.88,-999.00,841.82,20.00,4,1.00,1,-999.00,-999.00,-999.00,4,258.5419,,1,1,,21.0000,21.0000,3,1,NA,1,170,2,1,,,20,,1,,,,
331080,Oryx_leucoryx,Artiodactyla,Bovidae,Oryx,leucoryx,,-999.00,75788.24,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,5.00,-999.00,239.99,1.00,-999.00,-999.00,-999.00,1.00,-999.00,240.00,-999.00,-999.00,-999.00,19.50,-999.00,5.00,-999,1.00,1,58.46,-999.00,-999.00,NA,243.3336,,1,1,,NA,26.1041,NA,1,NA,NA,121,2,NA,,,20,,1,,,,
344589,Ourebia_ourebi,Artiodactyla,Bovidae,Ourebia,ourebi,,3.00,17186.09,-999.00,1160.00,-999.00,674.33,-999.00,-999.00,3.00,-999.00,210.50,1.00,-999.00,-999.00,182.50,0.98,-999.00,189.96,2196.14,-999.00,2.43,-999.00,372.09,2.00,4,1.00,1,136.87,-999.00,-999.00,NA,197.7085,,2,2,,14.0000,10.0000,NA,0.98,185,1,17,2,2,,,15,,1,,,,
328656,Ovibos_moschatus,Artiodactyla,Bovidae,Ovibos,moschatus,,-999.00,312500.00,-999.00,-999.00,-999.00,1277.50,-999.00,-999.00,2.00,-999.00,256.26,1.00,-999.00,-999.00,547.50,1.01,-999.00,288.00,10444.11,-999.00,0.31,-999.00,1262.74,12.50,4,1.00,1,254.48,62467.44,-999.00,4,243.3336,,1,1,,36.0000,33.0000,3,1.01,608,2,315,2,1,,,24,,1,,,,
328677,Ovis_ammon,Artiodactyla,Bovidae,Ovis,ammon,,-999.00,113998.72,-999.00,1585.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,165.00,1.00,4.59,4.30,365.00,1.22,-999.00,180.96,3232.64,-999.00,0.02,-999.00,555.47,-999.00,-999,1.00,1,76.61,-999.00,-999.00,6,159.6876,,2,1,,60.0000,18.0000,4,1.22,365,2,160,NA,NA,,,24,,1,,,,
311906,Ovis_aries,Artiodactyla,Bovidae,Ovis,aries,,-999.00,39097.89,-999.00,1297.23,-999.00,730.00,-999.00,-999.00,2.00,-999.00,152.54,-999.00,-999.00,-999.00,365.00,1.19,-999.00,230.04,2376.24,-999.00,-999.00,-999.00,831.62,35.00,-999,-999.00,1,182.50,17500.00,-999.00,NA,152.9960,,2,1,,30.0493,18.0164,NA,1.19,365,NA,80,2,2,,,24,,1,,,,
328658,Ovis_canadensis,Artiodactyla,Bovidae,Ovis,canadensis,,2.00,74644.87,-999.00,1565.50,-999.00,301.50,22100.00,65000.00,2.00,-999.00,177.49,1.00,18.94,15.96,365.00,1.16,-999.00,288.00,4115.85,-999.00,1.48,5.50,761.25,-999.00,2,1.00,1,130.80,23431.71,-999.00,4,167.2918,,2,1,,84.0000,6.0000,3,1.16,365,2,70,2,2,,,20,,1,,,,
328657,Ovis_dalli,Artiodactyla,Bovidae,Ovis,dalli,,-999.00,70194.13,-999.00,1415.02,-999.00,730.00,-999.00,-999.00,2.00,-999.00,172.49,1.00,10.15,14.38,365.00,1.22,-999.00,192.00,3499.99,-999.00,-999.00,-999.00,748.37,9.50,2,1.00,1,121.66,-999.00,-999.00,NA,173.3751,,2,1,,21.0082,22.4876,NA,1.22,365,NA,73,2,2,,,20,,1,,,,
328678,Ovis_nivicola,Artiodactyla,Bovidae,Ovis,nivicola,,-999.00,90000.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,841.82,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,NA,NA,,,NA,,1,,,,
129578,Ozotoceros_bezoarticus,Artiodactyla,Cervidae,Ozotoceros,bezoarticus,,-999.00,34620.40,-999.00,1224.74,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,220.38,1.00,6.16,5.78,317.08,1.00,-999.00,-999.00,2100.00,-999.00,-999.00,-999.00,350.76,3.50,-999,1.00,1,362.93,-999.00,-999.00,NA,213 ,,2,2,,NA,12.0000,NA,1,330,NA,32,2,NA,,,21,,1,,,,
344584,Pantholops_hodgsonii,Artiodactyla,Bovidae,Pantholops,hodgsonii,,-999.00,32733.12,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,212.91,-999.00,-999.00,-999.00,365.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,228.1252,,2,2,,24.0000,24.0000,3,1,365,2,NA,2,NA,,,NA,,1,,,,
1037712,Pecari_tajacu,Artiodactyla,Tayassuidae,Pecari,tajacu,,2.00,21133.69,95.59,889.34,-999.00,350.00,-999.00,-999.00,5.00,-999.00,144.88,1.00,1.37,1.82,155.00,1.56,2.00,296.40,618.53,-999.00,7.92,11.65,315.68,20.00,8,1.00,1,47.25,4773.44,-999.00,NA,145 ,,2,2,,11.7699,10.8164,NA,1.56,155,NA,20,2,NA,,,24,,1,,,,
331081,Pelea_capreolus,Artiodactyla,Bovidae,Pelea,capreolus,,3.00,22731.33,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,260.99,1.00,-999.00,-999.00,-999.00,1.00,-999.00,147.96,-999.00,-999.00,18.71,-999.00,-999.00,10.25,4,1.00,1,-999.00,-999.00,-999.00,4,264.6252,,2,1,,19.5000,19.5000,3,1,NA,NA,25,2,2,,,12,,1,,,,
328331,Phacochoerus_aethiopicus,Artiodactyla,Suidae,Phacochoerus,aethiopicus,,3.00,75607.52,-999.00,-999.00,-999.00,730.00,-999.00,-999.00,4.00,-999.00,165.40,1.00,1.35,1.27,365.00,3.20,1.50,225.60,691.95,-999.00,7.61,-999.00,631.12,2.00,-999,1.00,1,106.45,-999.00,-999.00,4,167.5,,2,1,,15.0000,15.0000,4,3.2,365,1,NA,2,1,,,18,,1,,,,
328332,Phacochoerus_africanus,Artiodactyla,Suidae,Phacochoerus,africanus,,3.00,82499.99,-999.00,1355.54,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,172.49,-999.00,1.55,-999.00,-999.00,-999.00,-999.00,180.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4,-999.00,1,-999.00,-999.00,-999.00,NA,172.5,,2,2,,19.0000,19.0000,4,3,426,2,100,2,2,,,18,,1,,,,
328715,Philantomba_maxwellii,Artiodactyla,Bovidae,Philantomba,maxwellii,,2.00,8557.69,-999.00,845.23,-999.00,1095.00,-999.00,-999.00,7.00,-999.00,205.00,1.00,-999.00,-999.00,-999.00,1.00,-999.00,147.00,827.49,-999.00,5.97,-999.00,344.87,1.95,4,1.00,2,60.48,-999.00,-999.00,6,121.6668,,1,2,,36.0000,36.0000,1,1,NA,2,NA,2,2,,,18,,NA,,,,
328716,Philantomba_monticola,Artiodactyla,Bovidae,Philantomba,monticola,,3.00,4896.05,-999.00,692.30,-999.00,577.91,1806.00,4200.00,3.00,-999.00,205.00,1.00,-999.00,-999.00,265.00,0.98,-999.00,144.00,709.41,-999.00,35.98,-999.00,351.59,1.90,4,1.00,2,27.28,-999.00,-999.00,6,206,,2,2,,15.0000,10.5000,1,0.98,265,1,NA,2,1,,,18,,1,,,,
328334,Potamochoerus_larvatus,Artiodactyla,Suidae,Potamochoerus,larvatus,,1.00,69063.79,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,7.00,-999.00,121.73,1.00,4.47,-999.00,-999.00,2.73,-999.00,-999.00,-999.00,-999.00,0.40,7.20,-999.00,8.00,-999,1.00,2,-999.00,-999.00,-999.00,NA,123.5,,2,1,,19.5000,19.5000,3,2.73,NA,2,87,NA,1,,,NA,,NA,,,,
328335,Potamochoerus_porcus,Artiodactyla,Suidae,Potamochoerus,porcus,,2.00,70000.31,-999.00,1369.30,-999.00,-999.00,-999.00,-999.00,5.00,-999.00,120.00,1.00,-999.00,-999.00,365.00,3.00,-999.00,240.00,750.00,-999.00,0.23,28.50,1113.70,10.56,6,1.00,2,-999.00,-999.00,-999.00,NA,122 ,,NA,2,,36.0328,36.0328,NA,3,365,NA,88,2,NA,,,20,,1,,,,
344585,Procapra_gutturosa,Artiodactyla,Bovidae,Procapra,gutturosa,,2.00,28274.27,-999.00,1243.28,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,189.94,1.00,-999.00,-999.00,365.00,1.41,-999.00,84.00,2900.00,-999.00,-999.00,-999.00,893.06,-999.00,-999,1.00,1,38.97,-999.00,-999.00,4,212.9169,,2,2,,30.0000,18.0000,3,1.41,365,2,30,2,2,,,7,,1,,,,
1038777,Procapra_picticaudata,Artiodactyla,Bovidae,Procapra,picticaudata,,-999.00,23197.67,-999.00,980.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,2,NA,,,NA,,1,,,,
1038778,Procapra_przewalskii,Artiodactyla,Bovidae,Procapra,przewalskii,,-999.00,27499.99,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,174.8960,,2,2,,NA,18.0000,3,NA,NA,2,NA,2,1,,,NA,,NA,,,,
49410484,Przewalskium_albirostris,Artiodactyla,Cervidae,Przewalskium,albirostris,,-999.00,161681.90,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,263.41,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,216.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,243.3336,,2,1,,15.0000,15.0000,3,NA,NA,2,NA,NA,1,,,NA,,NA,,,,
1038776,Pseudois_nayaur,Artiodactyla,Bovidae,Pseudois,nayaur,,3.00,52334.57,-999.00,1299.99,-999.00,730.00,-999.00,-999.00,2.00,-999.00,159.74,1.00,-999.00,-999.00,-999.00,1.22,-999.00,288.00,-999.00,-999.00,2.49,25.00,420.91,-999.00,2,1.00,1,-999.00,-999.00,-999.00,6,141.8939,,2,2,,84.0000,84.0000,NA,1.22,NA,2,55,2,2,,,15,,1,,,,
344583,Pseudois_schaeferi,Artiodactyla,Bovidae,Pseudois,schaeferi,,-999.00,29249.99,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,6.50,-999.00,-999.00,-999,1.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,1,,,,
2925803,Pseudoryx_nghetinhensis,Artiodactyla,Bovidae,Pseudoryx,nghetinhensis,,-999.00,97842.20,-999.00,1750.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4.50,755.15,1.00,-999,-999.00,1,-999.00,-999.00,-999.00,4,243.3336,,1,2,,NA,NA,NA,NA,NA,2,NA,2,NA,,,NA,,1,,,,
129576,Pudu_mephistophiles,Artiodactyla,Cervidae,Pudu,mephistophiles,,-999.00,9599.96,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,120.00,400.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,2,NA,,,15,,1,,,,
129574,Pudu_puda,Artiodactyla,Cervidae,Pudu,puda,,2.00,9642.62,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,210.00,1.00,0.17,0.15,-999.00,1.22,-999.00,150.00,780.00,-999.00,-999.00,1.00,229.14,-999.00,-999,1.00,1,54.75,2863.20,-999.00,6,210,,1,1,,12.0000,12.0000,3,1.22,NA,2,10,2,1,,,21,,1,,,,
328653,Rangifer_tarandus,Artiodactyla,Cervidae,Rangifer,tarandus,,-999.00,109088.50,-999.00,2224.35,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,222.50,-999.00,2771.22,2599.89,365.00,2.00,-999.00,242.40,5490.62,-999.00,2.55,100000.00,758.71,-999.00,-999,-999.00,1,136.87,24907.05,-999.00,4,231.1669,,2,2,,22.3561,16.0000,3,2,365,2,101,2,1,,,20,,1,,,,
1038779,Raphicerus_campestris,Artiodactyla,Bovidae,Raphicerus,campestris,,3.00,11661.53,-999.00,824.99,-999.00,-999.00,3696.00,9600.00,5.00,-999.00,210.00,1.00,0.43,0.45,219.00,0.98,-999.00,168.00,916.51,-999.00,1.27,-999.00,233.81,2.00,4,1.00,1,49.89,-999.00,-999.00,NA,174.8960,,2,2,,7.9890,7.8246,NA,0.98,215,NA,13,2,2,,,20,,1,,,,
1038780,Raphicerus_melanotis,Artiodactyla,Bovidae,Raphicerus,melanotis,,1.00,10503.14,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,168.00,-999.00,-999.00,10.50,-999.00,-999.00,1.50,4,1.00,1,-999.00,-999.00,-999.00,4,182.5002,,1,2,,NA,NA,NA,NA,NA,1,102,2,2,,,20,,1,,,,
1038781,Raphicerus_sharpei,Artiodactyla,Bovidae,Raphicerus,sharpei,,1.00,9396.90,-999.00,679.99,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,212.91,1.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,-999.00,-999.00,0.51,-999.00,-999.00,1.50,4,1.00,1,-999.00,-999.00,-999.00,4,191.6252,,1,2,,12.5000,12.5000,NA,1,NA,1,NA,2,2,,,20,,1,,,,
331082,Redunca_arundinum,Artiodactyla,Bovidae,Redunca,arundinum,,2.00,58059.24,-999.00,1505.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,220.52,1.00,-999.00,-999.00,273.75,0.98,-999.00,201.00,4500.00,-999.00,0.65,-999.00,-999.00,1.75,4,1.00,1,-999.00,-999.00,-999.00,4,228.1252,,2,1,,48.0000,24.0000,1,0.98,376,1,58,2,2,,,20,,1,,,,
331083,Redunca_fulvorufula,Artiodactyla,Bovidae,Redunca,fulvorufula,,2.00,29352.66,-999.00,1230.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,222.99,1.00,0.07,-999.00,352.83,-999.00,-999.00,147.96,2719.09,575.00,7.77,-999.00,326.81,4.75,4,1.00,1,82.12,8635.50,-999.00,4,246.9836,,2,2,,12.0000,16.5000,3,1,353,2,30,2,2,,,12,,1,,,,
331084,Redunca_redunca,Artiodactyla,Bovidae,Redunca,redunca,,2.00,43288.95,-999.00,1150.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,228.12,1.00,-999.00,-999.00,-999.00,1.00,-999.00,216.00,-999.00,-999.00,1.03,-999.00,-999.00,-999.00,4,1.00,1,-999.00,-999.00,-999.00,NA,228.1252,,NA,2,,16.5041,16.5041,NA,1,NA,NA,45,2,2,,,18,,1,,,,
328342,Rhinoceros_sondaicus,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,,-999.00,1750000.00,-999.00,3099.99,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,486.66,1.00,-999.00,-999.00,-999.00,1.00,-999.00,480.00,-999.00,-999.00,0.10,1.00,-999.00,-999.00,-999,1.00,1,509.21,-999.00,-999.00,6,486.6672,,1,2,,120.0000,72.0000,4,1,NA,1,17,2,NA,,,21,,1,,,,
129475,Rhinoceros_unicornis,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,,2.00,1843655.80,-999.00,3743.39,-999.00,2618.87,-999.00,-999.00,3.00,1300.53,478.99,2.00,4.23,5.99,909.45,1.41,-999.00,588.00,61326.59,1092.50,3.33,1.75,2069.22,1.00,-999,1.00,1,339.47,-999.00,2303.61,NA,479 ,,NA,2,,84.0657,55.1671,NA,1.41,850,NA,16,2,NA,,,47,,1,,,,
308523,Rucervus_duvaucelii,Artiodactyla,Cervidae,Rucervus,duvaucelii,,2.00,171223.86,-999.00,1500.00,-999.00,1095.00,-999.00,-999.00,2.00,-999.00,245.00,2.00,14.11,20.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,11.24,401.00,827.69,64.25,-999,1.00,1,-999.00,-999.00,-999.00,4,248.3523,,2,1,,NA,30.0000,3,1,NA,2,NA,2,1,,,NA,,1,,,,
308524,Rucervus_eldii,Artiodactyla,Cervidae,Rucervus,eldii,,-999.00,95471.61,-999.00,1650.00,-999.00,958.12,-999.00,-999.00,3.00,-999.00,240.19,1.00,-999.00,-999.00,382.70,1.01,-999.00,232.80,4674.98,-999.00,-999.00,-999.00,531.64,-999.00,-999,1.00,1,220.26,-999.00,-999.00,4,241.2044,,1,1,,NA,24.0000,3,1.01,3827,2,NA,NA,2,,,47,,1,,,,
999297,Rucervus_schomburgki,Artiodactyla,Cervidae,Rucervus,schomburgki,,-999.00,107626.42,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,1,,,,
344582,Rupicapra_pyrenaica,Artiodactyla,Bovidae,Rupicapra,pyrenaica,,-999.00,29999.99,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,NA,,2,1,,102.0000,102.0000,NA,NA,NA,2,30,2,2,,,NA,,1,,,,
331073,Rupicapra_rupicapra,Artiodactyla,Bovidae,Rupicapra,rupicapra,,-999.00,33266.35,-999.00,-999.00,-999.00,1368.75,-999.00,-999.00,2.00,-999.00,178.32,1.00,2.65,2.49,365.00,1.00,-999.00,264.00,2250.00,-999.00,-999.00,-999.00,642.64,1.00,4,1.00,1,76.04,-999.00,-999.00,4,174.8960,,1,1,,39.0000,39.0000,3,1,365,2,37,2,2,,,47,,1,,,,
308507,Rusa_alfredi,Artiodactyla,Cervidae,Rusa,alfredi,,-999.00,46475.04,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,243.33,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,243.3336,,2,1,,NA,NA,3,NA,NA,2,NA,NA,1,,,NA,,1,,,,
313990,Rusa_marianna,Artiodactyla,Cervidae,Rusa,marianna,,-999.00,49457.61,-999.00,1255.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,1,,,,
999298,Rusa_timorensis,Artiodactyla,Cervidae,Rusa,timorensis,,1.00,66375.50,-999.00,1634.99,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,250.29,-999.00,-999.00,-999.00,366.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,666.44,-999.00,-999,-999.00,1,227.47,-999.00,-999.00,4,243.3336,,2,2,,21.0000,21.0000,3,1,366,2,NA,NA,1,,,NA,,1,,,,
290025,Rusa_unicolor,Artiodactyla,Cervidae,Rusa,unicolor,,2.00,177522.90,-999.00,2040.00,-999.00,788.40,-999.00,-999.00,3.00,-999.00,246.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,317.04,10270.00,-999.00,4.89,-999.00,620.76,-999.00,-999,-999.00,1,-999.00,-999.00,-999.00,4,258.5419,,1,2,,24.0000,24.0000,3,1,NA,1,NA,2,1,,,47,,1,,,,
24183214,Saiga_borealis,Artiodactyla,Bovidae,Saiga,borealis,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,,,
